,ni1-SV2A-M1-mGluR5-5HT6-CB1-GABAa-HDAC,ni2-5HT2a-5HT4-5HT1a-5HTT,ni3-FDOPA-DAT-D1-NMDA,ni4-GI-5HT1b-MU-A4B2,ni5-VAChT-NET,ni6-CBF-CMRglu,ni7-COX1,ni8-H3,ni9-D2,ni10-TSPO
rh_S_circular_insula_ant_thickness,0.5325709138600435,0.9780747240562531,1.817549919319572,1.129068894373697,0.7066067445151964,0.5835590565861691,-0.18989802127088834,0.923420401845388,-0.15442507022074747,0.14735166076074793
rh_S_circular_insula_inf_thickness,0.3474120871354506,0.16522756251420112,1.5257690716157706,-1.2129076947859267,0.37902567159141964,-0.874044004733265,-0.13693078491218652,1.6850559551955293,-1.3236984804899512,1.6323053746603884
rh_S_circular_insula_sup_thickness,0.771860540617371,0.21757623315422212,1.768925769565676,0.40093281035418543,1.0507678397871756,0.3330141067057527,-0.37803931371124444,0.37646601223296694,-0.23678014897091842,-2.542415296651758
rh_S_collat_transv_ant_thickness,0.12295193891847074,-0.616164689410592,0.7834435091520806,-0.8703589127320153,-1.2021883896639434,-1.9100283395946678,-0.3657660789692089,-0.4064679217454916,-1.7874154105888442,-0.14922794442936738
rh_S_collat_transv_post_thickness,0.13714238796257255,0.08686469240910655,-0.5571863336328775,-0.6593835820729042,-0.5860445328180793,0.4818591923091532,1.8851819937467116,-0.6843416265183049,0.37028349851710707,-0.826318965533823
rh_S_front_inf_thickness,-0.24221742083023576,-0.36556642165817643,0.19597884143688313,1.2454696728783314,0.4414280849193486,1.2857159406734386,0.13078403445953954,-0.6589414881519353,0.7242936115757306,0.5612345938501493
rh_S_front_middle_thickness,0.549215037522948,-0.2646940791898321,0.25365252153569323,1.9528025712621895,0.5227159206317172,0.8508985555239561,0.07462494709420288,0.18021287025300772,0.3086421746459226,0.5903506680165305
rh_S_front_sup_thickness,-0.21299181503100523,-0.9357616495955567,-0.09630494505373752,1.206075834131651,-0.001056858790486545,0.5491021903021238,-0.4274200875095959,-0.3013166766705013,0.49968030383546724,-0.05253062298090917
rh_S_interm_prim-Jensen_thickness,0.4623313531268963,-0.7481451840345208,-0.08361589270069633,0.7176413023351067,0.10528381368474007,0.19967921906701794,-0.17642189259888297,-0.6130387171696168,0.5181559718071911,-0.40432721327576693
rh_S_intrapariet&P_trans_thickness,-0.1551672458411197,-0.9201686190190277,-0.5574896754822951,0.37145796392676383,-0.32880495527807546,0.6761864192003169,0.08558294828550625,-1.015700923513942,0.40198410188160266,-0.7586503575987482
rh_S_oc_middle&Lunatus_thickness,-0.01960333052204192,-0.4666842589662845,-0.6349417701795633,0.3082427907065253,-0.48916400792195824,0.09660800071883291,1.6019546271955183,-1.5706117424447437,-0.017032053980616677,-0.037803985254358935
rh_S_oc_sup&transversal_thickness,-0.14760769122533696,-1.2122218324780445,-0.6835268172179297,0.26930113038915826,-0.6514588859699084,0.4174582842271008,1.2385847913930164,-1.3046734533206965,0.09677057366557551,-0.3338464922492399
rh_S_occipital_ant_thickness,0.39081967974866894,0.9869622264550384,0.22927026373007675,-0.20964051987486199,-0.02067813534802518,-0.12041708964108007,0.602194059632625,-1.559891927664201,0.14210240362420226,-0.5512192953433407
rh_S_oc-temp_lat_thickness,-0.25935250896735906,-1.3621155148596458,0.24131298814448965,-0.13345985546991354,-0.9147676977370303,-0.7764423025551518,-0.08516027055085557,-1.10394276613464,-0.2716472749065233,-0.28918398281235075
rh_S_oc-temp_med&Lingual_thickness,0.053011841953980725,-0.35737390954253084,0.09976714126150504,-1.171387248356837,-0.9081141882649825,-1.0041323454240736,0.5791294855894185,-0.20462359225525723,-0.6470137847300892,-0.4298032021039643
rh_S_orbital_lateral_thickness,0.9586209973724624,0.7908387223307595,-0.02784484096560689,1.7918465182948782,0.8117912925825186,0.21718739519713093,0.54143860363699,0.31989695171884314,0.7087476262579948,0.7802720098475141
rh_S_orbital_med-olfact_thickness,-0.12949963701646194,0.8547030154635322,1.2852380926149387,0.5879419319159654,-0.5596490134611214,0.3435783613798202,-0.9465538189914172,1.5598806911775245,0.13501055581604995,1.4879032126641378
rh_S_orbital-H_Shaped_thickness,-0.8966541868596825,0.47420956672915404,0.12992303379097664,1.0872327058973519,-0.2375849679803932,0.31553347551263733,-0.15653760034870948,-0.17748359318726448,0.398256252628748,0.6440120824687803
rh_S_parieto_occipital_thickness,-0.196730505846768,-0.030685537254351733,-0.05294315242556228,-0.3225752926376544,-0.25722535256734025,1.1939963341727808,0.7415557154779193,-1.132053568265612,1.0250507045447068,-1.4688686344135657
rh_S_pericallosal_thickness,-3.4777747230519873,-1.880512671985625,-1.1876184938108616,-2.4756166664275767,-1.3812604732452314,-3.6093924565572,-0.527183410454726,0.19098814465764988,-0.547825405249762,0.15299571949595614
rh_S_postcentral_thickness,-0.45094792817663015,-1.151449210802823,-0.648176302012922,0.0018022340865107636,0.4259674640937875,0.2733903152364623,0.06145082193813511,-0.9739253956582121,0.45198640054359257,-0.5586212592155114
rh_S_precentral-inf-part_thickness,-0.2912406615775993,-0.18517690677136903,0.09592901932980956,0.9477028729070563,0.5850996156929155,1.4610179995388115,-0.01671470809316345,-0.6818674128654779,0.8429230513677031,-0.7085796009685711
rh_S_precentral-sup-part_thickness,-1.1735365559104103,-0.8122196280499815,-0.5967610401288369,0.575259322358171,0.4405483673422191,0.923124305211605,-0.3058780729220399,-0.5295453792675723,0.5915607747671708,-0.7217679941038315
rh_S_suborbital_thickness,1.3584967926628544,0.11357977224194403,1.060339426128957,0.42503655630911963,-0.027286624592387617,0.17354805408767082,-0.4848421948075915,1.2312690143748732,0.5147587640416489,1.079167863675227
rh_S_subparietal_thickness,0.5208787874825043,0.5205837208555302,0.5967725821454503,0.4915996763821218,0.3822627473640563,1.0870597431597042,-0.4806860838984551,-0.3815483354295713,1.1863824990129004,-0.3176074234668456
rh_S_temporal_inf_thickness,0.14332538194740002,-0.37523386969762695,0.5444452733547284,0.15660549415628944,-0.16172291949702267,-0.7148006197705952,-0.07213595178250154,-1.5895931592534722,-0.5893840094408895,0.2741366672405944
rh_S_temporal_sup_thickness,0.24037648862615915,-0.15335114435847644,0.6087032680333515,-0.02411715267570976,0.0853428923405882,-0.040243321746563906,-0.21974727540382413,-1.3182014156614255,0.3918897824707562,-0.3221845067410178
rh_S_temporal_transverse_thickness,1.1165755820171728,2.075226467760367,0.5447546398275904,-0.44858619190986965,2.347362894582676,1.9258485437682848,1.405394696710531,-0.1464006229504412,1.076711634599517,0.4354877252379437
